Seoul,Gue,Name,Type,Open,Code,Add,Room,Howbig,Playground,Worker,Max,Now,When,X,Y,old_add,201809
서울특별시,송파구,동부영재어린이집,가정,정상,5698,송파대로37길 29,3,85,0,5,19,16,2007-01-15,127.109084,37.500419,가락1동,37
서울특별시,송파구,가락복지관어린이집,국공립,정상,5698,양재대로 897,4,220,1,12,70,57,1996-03-23,127.106891,37.495573,가락1동,37
서울특별시,송파구,서울시농수산식품공사올본어린이집,직장,정상,5699,양재대로 932,5,155,1,13,58,43,2016-02-26,127.111778,37.492609,가락1동,37
서울특별시,송파구,이솝어린이집,민간,정상,5825,동남로9길 31,3,100,0,8,27,26,1997-10-09,127.126701,37.494865,가락2동,1546
서울특별시,송파구,다래어린이집,민간,정상,5769,오금로42길 9,3,174,1,10,61,28,1998-12-14,127.134342,37.497156,가락2동,1546
서울특별시,송파구,참사랑영재어린이집,가정,정상,5823,동남로 189,3,100,1,2,19,3,2004-12-22,127.128237,37.496975,가락2동,1546
서울특별시,송파구,브니엘어린이집,가정,정상,5823,동남로 189,3,53,0,6,19,19,2006-03-31,127.128237,37.496975,가락2동,1546
서울특별시,송파구,고려서머힐어린이집,민간,정상,5785,동남로18길 44,3,117,0,8,37,31,2000-09-04,127.133532,37.491896,가락2동,1546
서울특별시,송파구,무지개어린이집,가정,정상,5823,동남로 193,3,85,0,6,19,19,2004-05-19,127.128186,37.49556,가락2동,1546
서울특별시,송파구,개롱어린이집,국공립,정상,5820,동남로 225,3,74,1,8,28,28,2009-03-27,127.132103,37.498157,가락2동,1546
서울특별시,송파구,아가랑어린이집,가정,정상,5825,송이로23길 22-20,3,49,0,5,15,13,2011-04-14,127.125757,37.495362,가락2동,1546
서울특별시,송파구,마이메리어린이집,민간,정상,5782,문정로11길 15,3,105,0,7,24,22,2012-07-05,127.133963,37.493729,가락2동,1546
서울특별시,송파구,비테에영재어린이집,가정,정상,5785,오금로46길 51,4,56,0,6,20,19,1996-08-23,127.132734,37.49344,가락2동,1546
서울특별시,송파구,중대어린이집,가정,정상,5770,오금로 432,4,51,0,6,15,15,2005-05-16,127.135884,37.494851,가락2동,1546
서울특별시,송파구,안젤로스어린이집,민간,정상,5769,동남로20길 11,4,131,0,7,30,24,2013-11-25,127.133672,37.496448,가락2동,1546
서울특별시,송파구,실버스푼어린이집,민간,정상,5782,동남로18길 45,4,117,0,7,35,16,2014-04-10,127.134811,37.492843,가락2동,1546
서울특별시,송파구,쌍용어린이집,민간,정상,5823,동남로 193,5,192,1,10,66,60,1997-04-23,127.128253,37.49566,가락2동,1546
서울특별시,송파구,열린이레어린이집,민간,정상,5785,오금로46길 65,5,227,0,11,86,64,1993-08-20,127.131602,37.492576,가락2동,1546
서울특별시,송파구,사랑숲어린이집,민간,정상,5822,중대로20길 8,5,139,0,9,48,41,2011-07-18,127.126827,37.498614,가락2동,1546
서울특별시,송파구,하나둘셋어린이집,민간,정상,5782,동남로20길 32,5,103,0,10,38,38,2013-03-14,127.135126,37.4949,가락2동,1546
서울특별시,송파구,노브랜드노블베이비어린이집,직장,정상,5784,오금로46길 62,7,204,0,18,77,54,2007-12-06,127.131608,37.493036,가락2동,1546
서울특별시,송파구,잠실예닮어린이집,민간,정상,5784,동남로16길 5,7,298,1,15,112,92,2013-02-20,127.13141,37.494539,가락2동,1546
서울특별시,송파구,행복숲어린이집,민간,정상,5782,문정로13길 14,8,226,1,16,85,72,2005-01-31,127.135391,37.494451,가락2동,1546
서울특별시,송파구,은송어린이집,국공립,정상,5827,동남로9길 17-10,8,331,2,19,123,114,2013-12-30,127.126273,37.493807,가락2동,1546
서울특별시,송파구,엘프랜드어린이집,민간,정상,5784,오금로46길 66,9,228,1,10,53,53,2012-02-14,127.131384,37.492809,가락2동,1546
서울특별시,송파구,키즈스쿨어린이집,민간,정상,5823,동남로 193,13,384,2,22,145,141,2007-09-28,127.127934,37.495829,가락2동,1546
서울특별시,송파구,쌍용아이사랑어린이집,민간,정상,5705,송이로15길 33,3,121,0,7,33,30,2000-08-22,127.122703,37.501224,가락본동,1190
서울특별시,송파구,솔빈어린이집,민간,정상,5714,송이로17길 1-1,3,80,0,6,17,13,1993-11-10,127.121562,37.498215,가락본동,1190
서울특별시,송파구,팅커벨어린이집,가정,정상,5707,송이로 88,3,99,1,2,20,5,2007-03-12,127.119051,37.49916,가락본동,1190
서울특별시,송파구,우성예은어린이집,가정,정상,5711,송파대로32길 8,3,59,0,5,20,20,2010-06-18,127.117746,37.496672,가락본동,1190
서울특별시,송파구,아이숲어린이집,민간,정상,5705,오금로36길 36,3,123,0,9,28,27,2012-01-31,127.123421,37.500733,가락본동,1190
서울특별시,송파구,푸른하늘어린이집,가정,정상,5832,중대로12길 35,3,65,0,6,20,20,2012-10-18,127.125722,37.491605,가락본동,1190
서울특별시,송파구,에코빅스맘어린이집,가정,정상,5710,송파대로32길 15,3,95,0,5,20,17,2013-04-16,127.116372,37.496221,가락본동,1190
서울특별시,송파구,리베어린이집,가정,정상,5705,송이로15길 31,3,96,0,6,20,15,2013-10-31,127.121965,37.501452,가락본동,1190
서울특별시,송파구,온새미어린이집,국공립,정상,5707,송이로 88,3,110,0,7,20,19,2018-03-02,127.119051,37.49916,가락본동,1190
서울특별시,송파구,꼬예미키즈어린이집,민간,정상,5704,오금로36길 37,4,136,0,11,39,23,1997-11-03,127.123773,37.500592,가락본동,1190
서울특별시,송파구,도레미어린이집,민간,정상,5714,송이로17길 13,4,90,0,7,34,27,1999-08-16,127.122618,37.49879,가락본동,1190
서울특별시,송파구,신나는꼬마숲어린이집,가정,정상,5710,송파대로32길 15,4,85,0,6,20,19,1998-08-06,127.116482,37.496501,가락본동,1190
서울특별시,송파구,새송이어린이집,민간,정상,5707,양재대로62길 17,4,80,0,9,30,29,2009-02-18,127.118824,37.498266,가락본동,1190
서울특별시,송파구,키즈브레인어린이집,민간,정상,5700,오금로34길 4,5,118,0,9,44,38,2009-02-17,127.125067,37.50316,가락본동,1190
서울특별시,송파구,가락아이뜰어린이집,민간,정상,5832,중대로12길 34,6,191,1,14,72,68,2007-06-05,127.124994,37.49196,가락본동,1190
서울특별시,송파구,가락본동어린이집,국공립,정상,5703,송이로17길 46,8,354,1,24,131,125,2010-01-19,127.124628,37.501013,가락본동,1190
서울특별시,구로구,밝은어린이집,국공립,정상,8317,구로동로7길 66-11,5,233,1,8,47,42,1999-05-01,126.882717,37.486475,가리봉동,205
서울특별시,구로구,호산나어린이집,법인·단체등,정상,8317,구로동로13길 63,5,228,1,9,58,40,1995-06-20,126.881238,37.487055,가리봉동,205
서울특별시,구로구,섬기는어린이집,국공립,정상,8383,우마1다길 25,5,167,2,11,65,55,2001-02-07,126.889655,37.482918,가리봉동,205
서울특별시,구로구,예뜰어린이집,민간,정상,8321,구로동로7길 27,7,395,2,14,92,81,2002-05-27,126.88468,37.486007,가리봉동,205
서울특별시,금천구,구립꼬꼬어린이집,국공립,정상,8520,가산로 99,3,77,5,7,20,20,2016-12-01,126.892511,37.474808,가산동,619
서울특별시,금천구,즐거운Happy어린이집,가정,정상,8521,두산로9길 56,3,77,0,0,18,0,2002-04-24,126.893104,37.472967,가산동,619
서울특별시,금천구,이랜드코코몽 어린이집,직장,정상,8506,가산디지털1로 159,3,119,0,11,39,39,2013-03-26,126.881476,37.479453,가산동,619
서울특별시,금천구,가산중앙어린이집,법인·단체등,정상,8532,시흥대로145길 79,4,219,1,9,64,61,1997-09-10,126.893649,37.475846,가산동,619
서울특별시,금천구,새가산어린이집,법인·단체등,정상,8532,시흥대로153길 85,4,124,0,9,43,19,2007-02-08,126.893949,37.476228,가산동,619
서울특별시,금천구,마리오아울렛어린이집,직장,정상,8511,디지털로9길 23,4,188,3,11,60,51,2012-01-20,126.886461,37.478716,가산동,619
서울특별시,금천구,구립라온어린이집,국공립,정상,8592,가산디지털2로 14,4,131,0,9,49,43,2013-04-01,126.884268,37.469604,가산동,619
서울특별시,금천구,지밸리경협어린이집,직장,정상,8594,가산디지털1로 1,4,253,0,10,49,28,2017-03-27,126.887749,37.466591,가산동,619
서울특별시,금천구,또래마을어린이집,민간,정상,8529,남부순환로112길 41,6,191,2,9,49,32,1998-01-06,126.89374,37.477334,가산동,619
서울특별시,금천구,구립가산어린이집,국공립,정상,8509,벚꽃로38길 35,6,350,0,9,52,44,1982-11-15,126.884377,37.482769,가산동,619
서울특별시,금천구,구립아이뜰어린이집,국공립,정상,8513,벚꽃로 234,6,216,3,13,73,62,2011-06-24,126.886173,37.476019,가산동,619
서울특별시,금천구,서울디지털직장어린이집,직장,정상,8510,벚꽃로 298,6,343,1,15,120,84,2013-12-24,126.883877,37.481431,가산동,619
서울특별시,금천구,청솔어린이집,민간,정상,8532,가산로 106,7,170,1,11,47,45,2006-08-29,126.892406,37.475042,가산동,619
서울특별시,금천구,모아래근로복지공단어린이집,법인·단체등,정상,8516,가산로9길 35,9,406,2,24,156,142,1999-04-17,126.890305,37.475698,가산동,619
서울특별시,금천구,샛별어린이집,민간,정상,8521,가산로3길 46,9,375,3,12,103,74,2009-10-11,126.893,37.472353,가산동,619
서울특별시,강서구,아기둥지어린이집,가정,정상,7524,허준로 23,3,60,0,5,19,19,1998-01-13,126.844987,37.571377,가양제1동,1349
서울특별시,강서구,단꿈어린이집,가정,정상,7522,양천로47길 118,3,64,0,6,20,19,2005-11-29,126.837848,37.575505,가양제1동,1349
서울특별시,강서구,엄마품어린이집,가정,정상,7524,허준로 23,3,54,0,5,19,17,2001-06-26,126.844896,37.571412,가양제1동,1349
서울특별시,강서구,개나리어린이집,민간,정상,7523,양천로47가길 22,3,95,0,1,25,0,1990-12-05,126.839114,37.570508,가양제1동,1349
서울특별시,강서구,파란하늘빛어린이집,가정,정상,7522,양천로47길 94,3,58,0,7,20,20,2008-04-10,126.83753,37.574808,가양제1동,1349
서울특별시,강서구,아음어린이집,가정,정상,7524,허준로 23,3,54,0,6,19,18,2009-06-30,126.845155,37.571522,가양제1동,1349
서울특별시,강서구,신성아이어린이집,가정,정상,7595,양천로30길 77,3,85,0,6,19,19,2012-02-27,126.823348,37.56964,가양제1동,1349
서울특별시,강서구,사랑어린이집,가정,정상,7524,허준로 23,3,84,0,6,19,16,2012-03-19,126.845056,37.572053,가양제1동,1349
서울특별시,강서구,다니엘어린이집,가정,정상,7528,양천로55길 55,3,61,1,6,20,19,2014-01-28,126.849127,37.56647,가양제1동,1349
서울특별시,강서구,새싹과 나무어린이집,가정,정상,7595,마곡서로 175,3,68,0,6,20,20,2014-08-12,126.824426,37.569462,가양제1동,1349
서울특별시,강서구,LG CNS어린이집,직장,정상,7795,마곡중앙10로 70,3,120,0,10,35,32,2017-12-27,126.849614,37.550968,가양제1동,1349
서울특별시,강서구,리틀 초콜릿어린이집,가정,정상,7595,양천로30길 108,4,54,0,5,19,13,2002-03-13,126.822389,37.567964,가양제1동,1349
서울특별시,강서구,작은꽃어린이집,가정,정상,7593,양천로28길 29,4,58,0,7,19,16,2005-12-26,126.821416,37.571549,가양제1동,1349
서울특별시,강서구,아이세상어린이집,가정,정상,7524,허준로 23,4,57,0,6,20,20,1998-01-30,126.845056,37.572053,가양제1동,1349
서울특별시,강서구,토란어린이집,가정,정상,7593,방화대로34길 113,4,51,0,6,19,19,2007-04-07,126.822165,37.572142,가양제1동,1349
서울특별시,강서구,사랑맘어린이집,가정,정상,7595,방화대로34길 88,4,53,0,5,19,18,2008-09-03,126.821756,37.570102,가양제1동,1349
서울특별시,강서구,더조은영재어린이집,가정,정상,7595,방화대로34길 88,4,79,2,6,20,18,2008-12-10,126.821734,37.570048,가양제1동,1349
서울특별시,강서구,마곡4 꿈의숲어린이집,국공립,정상,7595,마곡서로 175,4,171,2,10,34,34,2014-10-22,126.82454,37.569409,가양제1동,1349
서울특별시,강서구,드림아이어린이집,가정,정상,7595,방화대로34길 88,4,66,0,4,20,18,2018-02-08,126.821734,37.570048,가양제1동,1349
서울특별시,강서구,마곡코오롱어린이집,직장,정상,7793,마곡동로 110,4,226,1,13,65,17,2018-02-27,126.849614,37.550968,가양제1동,1349
서울특별시,강서구,서브원 강서어린이집,직장,정상,7789,마곡중앙로 150,4,151,0,8,36,23,2018-02-28,126.828506,37.566997,가양제1동,1349
서울특별시,강서구,귀염이어린이집,가정,정상,7524,강서로 532,5,67,2,7,20,18,1993-12-30,126.843251,37.573081,가양제1동,1349
서울특별시,강서구,구립 가양 어린이집,국공립,정상,7523,양천로49길 26,6,213,2,14,87,85,1990-12-18,126.840889,37.569913,가양제1동,1349
서울특별시,강서구,신성어린이집,민간,정상,7593,양천로28길 18,6,192,1,11,79,79,2000-08-18,126.820338,37.572403,가양제1동,1349
서울특별시,강서구,강서한강자이어린이집,민간,정상,7528,양천로55길 55,6,219,1,12,70,55,2014-09-24,126.849127,37.56647,가양제1동,1349
서울특별시,강서구,고은쁘띠에꼴어린이집,민간,정상,7524,허준로 47,7,105,0,9,40,40,1998-12-18,126.847674,37.570358,가양제1동,1349
서울특별시,강서구,사이언스파크어린이집,직장,정상,7796,마곡중앙10로 10,16,2245,3,60,300,228,2018-02-28,126.849614,37.550968,가양제1동,1349
서울특별시,강서구,꿈나무어린이집,가정,정상,7526,양천로 489,3,68,0,7,19,19,1995-12-26,126.854353,37.562259,가양제2동,408
서울특별시,강서구,뚜띠어린이집,가정,정상,7525,허준로 139,3,53,1,7,12,12,2012-09-28,126.855597,37.565254,가양제2동,408
서울특별시,강서구,가양4종합사회복지관방과후교실어린이집,국공립,정상,7527,양천로57길 37,4,80,1,3,21,20,2000-12-26,126.852035,37.565012,가양제2동,408
서울특별시,강서구,예손어린이집,민간,정상,7526,양천로57길 26,4,108,0,8,39,39,1993-12-16,126.853096,37.563761,가양제2동,408
서울특별시,강서구,즐거운어린이집,국공립,정상,7526,양천로57길 36,5,369,2,15,121,89,1994-02-24,126.85361,37.564198,가양제2동,408
서울특별시,강서구,연세어린이집,국공립,정상,7527,양천로57길 37,5,218,2,16,104,87,1996-02-08,126.853588,37.56418,가양제2동,408
서울특별시,강서구,강변어린이집,민간,정상,7525,허준로 139,5,128,1,8,57,41,1999-06-14,126.855597,37.565254,가양제2동,408
서울특별시,강서구,샛별영재어린이집,가정,정상,7531,허준로 175,2,38,0,4,13,13,1996-07-11,126.858625,37.5634,가양제3동,711
서울특별시,강서구,민들레어린이집,가정,정상,7531,허준로 175,2,68,0,4,16,15,2009-07-15,126.85916,37.563198,가양제3동,711
서울특별시,강서구,열린어린이집,가정,정상,7532,허준로 234,2,25,0,2,8,7,2009-09-02,126.862815,37.558791,가양제3동,711
서울특별시,강서구,우리별어린이집,가정,정상,7532,허준로 234,2,24,0,3,8,5,2015-01-02,126.863656,37.558583,가양제3동,711
서울특별시,강서구,하나영재어린이집,민간,정상,7534,양천로 507,3,193,1,11,74,61,1999-07-12,126.856639,37.560786,가양제3동,711
서울특별시,강서구,레인보우어린이집,민간,정상,7532,허준로 234,3,114,0,6,31,16,1998-09-18,126.862692,37.559448,가양제3동,711
서울특별시,강서구,꿈초롱어린이집,가정,정상,7532,허준로 234,3,55,0,4,13,7,2004-12-28,126.863598,37.558682,가양제3동,711
서울특별시,강서구,동글동글어린이집,가정,정상,7531,허준로 175,3,37,0,6,12,12,2013-04-16,126.859103,37.563269,가양제3동,711
서울특별시,강서구,아기사랑어린이집,가정,정상,7531,허준로 175,3,49,1,4,11,11,2013-07-20,126.857654,37.563282,가양제3동,711
서울특별시,강서구,엔젤아이어린이집,가정,정상,7534,양천로 507,3,47,0,6,16,16,2014-09-01,126.85689,37.560635,가양제3동,711
서울특별시,강서구,구립 코알라아가마을어린이집,국공립,정상,7531,허준로 175,3,43,0,6,16,16,2017-03-01,126.858762,37.563329,가양제3동,711
서울특별시,강서구,작은뜰어린이집,가정,정상,7531,허준로 175,4,43,0,4,16,15,2011-09-01,126.859307,37.563253,가양제3동,711
서울특별시,강서구,가양아이자람어린이집,민간,정상,7532,허준로 202-22,4,103,0,10,39,39,2011-12-01,126.860228,37.560739,가양제3동,711
서울특별시,강서구,숲속어린이집,가정,정상,7534,양천로 507,4,84,1,3,19,8,2012-11-30,126.856859,37.560455,가양제3동,711
서울특별시,강서구,국공립 가양 7 어린이집,국공립,정상,7531,허준로 209,5,196,1,11,79,71,1992-10-01,126.861353,37.56194,가양제3동,711
서울특별시,종로구,노틀담방과후교실어린이집,민간,정상,3056,북촌로 54,3,182,0,3,30,19,2002-06-18,126.985514,37.581552,가회동,123
서울특별시,종로구,현대다솜어린이집,직장,정상,3058,창덕궁길 19,3,244,1,12,49,28,2013-08-27,126.988662,37.578146,가회동,123
서울특별시,종로구,가회어린이집,국공립,정상,3056,북촌로12길 12-2,4,250,1,9,49,45,1995-06-23,126.985883,37.581871,가회동,123
서울특별시,은평구,새하늘어린이집,가정,정상,3313,갈현로45길 28-1,3,40,0,6,17,12,2004-02-12,126.916165,37.627834,갈현제1동,782
서울특별시,은평구,은현어린이집,법인·단체등,정상,3315,갈현로43길 9,4,281,2,7,52,40,1997-11-14,126.916312,37.62552,갈현제1동,782
서울특별시,은평구,정원어린이집,가정,정상,3317,갈현로37가길 15,4,93,1,5,19,10,1996-06-10,126.914151,37.625311,갈현제1동,782
서울특별시,은평구,구립 사랑샘어린이집,국공립,정상,3319,갈현로29길 62,4,60,1,6,20,18,2016-12-06,126.91135,37.623195,갈현제1동,782
서울특별시,은평구,세빛어린이집,민간,정상,3320,갈현로33길 22,5,126,0,11,47,38,2005-01-13,126.914117,37.621382,갈현제1동,782
서울특별시,은평구,해아뜰숲어린이집,민간,정상,3328,통일로89길 18-26,7,188,1,12,61,61,2007-01-02,126.918808,37.625263,갈현제1동,782
서울특별시,은평구,한울타리어린이집,민간,정상,3328,통일로89길 5-6,8,248,1,15,94,70,2002-11-01,126.919024,37.624391,갈현제1동,782
서울특별시,은평구,우정어린이집,민간,정상,3316,갈현로41길 26-2,8,462,2,19,96,94,1997-01-23,126.914995,37.625697,갈현제1동,782
서울특별시,은평구,수성어린이집,민간,정상,3319,갈현로33가길 24-1,11,390,3,14,131,77,1998-02-25,126.913473,37.623602,갈현제1동,782
서울특별시,은평구,은화어린이집,민간,정상,3328,통일로89길 18-25,13,307,1,20,94,92,1997-08-19,126.918129,37.625203,갈현제1동,782
서울특별시,은평구,햇빛어린이집,가정,정상,3336,연서로19길 16-9,3,66,0,5,17,13,1999-03-05,126.915783,37.614315,갈현제2동,1189
서울특별시,은평구,구립 꿈동산어린이집,국공립,정상,3327,서오릉로22길 16-1,3,56,0,7,20,18,2016-03-01,126.908023,37.617532,갈현제2동,1189
서울특별시,은평구,새싹어린이집,가정,정상,3322,갈현로27길 6,3,59,0,8,20,17,2004-04-01,126.914457,37.618313,갈현제2동,1189
서울특별시,은평구,구립 광현어린이집,국공립,정상,3332,연서로27길 31-7,3,141,0,10,45,44,2017-06-01,126.916121,37.618391,갈현제2동,1189
서울특별시,은평구,아기별어린이집,가정,정상,3333,연서로27길 13-10,4,60,0,5,20,17,1996-09-11,126.917445,37.617691,갈현제2동,1189
서울특별시,은평구,베베숲어린이집,가정,정상,3335,연서로21길 33-10,4,58,0,6,16,14,2012-06-22,126.913808,37.615423,갈현제2동,1189
서울특별시,은평구,소리나는어린이집,협동,정상,3322,갈현로29길 51-15,5,102,0,9,39,34,1997-11-14,126.910899,37.622253,갈현제2동,1189
서울특별시,은평구,예꿈어린이집,민간,정상,3335,연서로21길 29-1,5,114,0,7,39,16,1995-03-11,126.914521,37.61543,갈현제2동,1189
서울특별시,은평구,물샘어린이집,민간,정상,3322,갈현로29길 5-14,6,132,1,11,49,41,2001-11-28,126.914392,37.61888,갈현제2동,1189
서울특별시,은평구,튼튼어린이집,민간,정상,3321,갈현로31길 14-9,6,188,0,13,71,65,1996-06-06,126.91456,37.620575,갈현제2동,1189
서울특별시,은평구,자연숲어린이집,민간,정상,3335,연서로19길 28-1,6,193,3,14,64,60,2007-01-12,126.914602,37.614512,갈현제2동,1189
서울특별시,은평구,아람어린이집,민간,정상,3332,연서로27길 19-1,8,387,3,17,109,108,2005-01-28,126.917134,37.618022,갈현제2동,1189
서울특별시,은평구,다우림어린이집,민간,정상,3325,갈현로19길 16,9,506,7,23,140,127,2005-01-27,126.911179,37.615498,갈현제2동,1189
서울특별시,은평구,초록마을어린이집,민간,정상,3322,갈현로29길 33,10,273,2,15,84,64,1995-10-07,126.912312,37.620897,갈현제2동,1189
서울특별시,은평구,은혜어린이집,민간,정상,3324,갈현로23길 10-1,11,339,1,14,128,77,1995-10-20,126.91286,37.616712,갈현제2동,1189
서울특별시,강남구,예원어린이집,가정,정상,6037,논현로151길 32-1,4,103,0,4,20,5,2005-01-13,127.025444,37.520023,강남신사동,613
서울특별시,강남구,가로수 어린이집,국공립,정상,6029,압구정로18길 28,5,220,1,14,64,52,2013-11-01,127.024044,37.523273,강남신사동,613
서울특별시,강남구,광림어린이집,민간,정상,6031,논현로175길 49,5,202,1,11,49,47,2014-06-19,127.025467,37.524339,강남신사동,613
서울특별시,강남구,신사어린이집,국공립,정상,6036,도산대로15길 26,11,472,3,27,170,165,2002-06-01,127.023985,37.519984,강남신사동,613
서울특별시,강동구,강일리버빌어린이집,가정,정상,5210,아리수로93길 40,3,60,0,7,20,17,2009-04-13,127.174686,37.566591,강일동,1379
서울특별시,강동구,사과나무어린이집,가정,정상,5209,아리수로97길 20,3,58,0,5,20,16,2009-04-22,127.177958,37.567578,강일동,1379
서울특별시,강동구,양양어린이집,가정,정상,5212,아리수로94길 72,3,68,0,7,20,20,2009-04-14,127.176571,37.561973,강일동,1379
서울특별시,강동구,드림하우스어린이집,가정,정상,5213,아리수로94길 19,3,60,0,9,20,18,2009-05-15,127.176487,37.56345,강일동,1379
서울특별시,강동구,꼬마에디슨어린이집,가정,정상,5210,아리수로97길 19,3,60,3,5,20,13,2009-05-18,127.176274,37.567359,강일동,1379
서울특별시,강동구,아이맘어린이집,가정,정상,5215,고덕로97길 20,3,60,0,7,20,18,2009-06-08,127.180736,37.559975,강일동,1379
서울특별시,강동구,초록빛어린이집,가정,정상,5210,아리수로93길 40,3,85,0,5,19,19,2009-08-17,127.174709,37.566645,강일동,1379
서울특별시,강동구,아이니어린이집,가정,정상,5214,아리수로98길 25,3,60,2,8,20,19,2009-09-09,127.178012,37.56574,강일동,1379
서울특별시,강동구,은행나무어린이집,민간,정상,5211,아리수로93가길 25,3,89,0,7,33,31,2010-01-22,127.171983,37.567473,강일동,1379
서울특별시,강동구,리틀아트짐어린이집,가정,정상,5287,상일로 74,3,51,0,3,19,12,2011-02-16,127.175284,37.552449,강일동,1379
서울특별시,강동구,꿈터어린이집,가정,정상,5218,상일로 152,3,54,0,5,20,12,2011-02-24,127.171803,37.561237,강일동,1379
서울특별시,강동구,두빛나래어린이집,가정,정상,5287,상일로 74,3,61,0,6,20,19,2011-03-04,127.17512,37.552898,강일동,1379
서울특별시,강동구,꼬마별어린이집,가정,정상,5287,상일로 74,3,71,0,7,20,20,2011-03-10,127.17512,37.552898,강일동,1379
서울특별시,강동구,강일유희어린이집,가정,정상,5214,아리수로98길 25,3,59,0,6,19,16,2011-03-17,127.178758,37.564854,강일동,1379
서울특별시,강동구,리틀아띠어린이집,가정,정상,5287,상일로 74,3,57,0,7,19,16,2011-03-18,127.175269,37.552728,강일동,1379
서울특별시,강동구,이삭어린이집,가정,정상,5209,아리수로97길 20,3,58,0,6,15,13,2011-03-25,127.177867,37.567632,강일동,1379
서울특별시,강동구,팡팡어린이집,가정,정상,5208,아리수로97길 68,3,60,0,6,19,17,2011-03-28,127.17553,37.569138,강일동,1379
서울특별시,강동구,아이재미어린이집,가정,정상,5287,상일로 74,3,61,0,6,19,17,2011-04-08,127.175237,37.552575,강일동,1379
서울특별시,강동구,디딤돌굿맘어린이집,가정,정상,5287,상일로 74,3,57,0,6,19,12,2011-04-18,127.175284,37.552449,강일동,1379
서울특별시,강동구,산오름어린이집,가정,정상,5213,아리수로94길 19,3,58,0,7,19,18,2011-05-06,127.176613,37.563343,강일동,1379
서울특별시,강동구,아이즐어린이집,가정,정상,5208,아리수로97길 68,3,85,0,6,19,18,2011-06-08,127.175098,37.569342,강일동,1379
서울특별시,강동구,리틀프린스어린이집,가정,정상,5210,아리수로93길 40,3,60,0,6,19,17,2011-06-09,127.174431,37.567139,강일동,1379
서울특별시,강동구,가온어린이집,가정,정상,5211,아리수로93가길 25,3,60,0,7,19,14,2011-10-19,127.172047,37.567834,강일동,1379
서울특별시,강동구,구립토리어린이집,국공립,정상,5287,상일로 74,3,81,0,7,20,19,2017-02-03,127.175237,37.552575,강일동,1379
서울특별시,강동구,구립유진어린이집,국공립,정상,5213,아리수로94길 19,3,80,0,6,23,20,2018-01-03,127.176381,37.56381,강일동,1379
서울특별시,강동구,무지개어린이집,가정,정상,5218,상일로 152,4,65,1,8,20,20,2009-02-12,127.171692,37.561029,강일동,1379
서울특별시,강동구,아영어린이집,민간,정상,5210,아리수로93길 40,4,125,0,7,29,28,2009-12-01,127.174709,37.566645,강일동,1379
서울특별시,강동구,동화어린이집,민간,정상,5208,아리수로97길 68,4,177,1,6,33,29,2010-02-19,127.176264,37.569314,강일동,1379
서울특별시,강동구,강일열린어린이집,민간,정상,5214,아리수로98길 25,4,85,0,7,31,22,2010-04-13,127.178929,37.564729,강일동,1379
서울특별시,강동구,구립해솔어린이집,국공립,정상,5287,상일로 74,4,260,1,9,60,60,2012-11-12,127.175237,37.552602,강일동,1379
서울특별시,강동구,구립도토리어린이집,국공립,정상,5215,고덕로97길 20,4,80,0,7,27,27,2018-01-03,127.179707,37.559814,강일동,1379
서울특별시,강동구,아이세움어린이집,민간,정상,5212,아리수로94길 72,5,108,0,7,32,30,2009-12-01,127.176882,37.561453,강일동,1379
서울특별시,강동구,다솜어린이집,민간,정상,5209,아리수로97길 20,5,86,0,8,32,32,2010-03-26,127.177134,37.567437,강일동,1379
서울특별시,강동구,구립강일새롬어린이집,국공립,정상,5216,고덕로97길 29,5,164,1,10,60,60,2010-03-30,127.179707,37.559814,강일동,1379
서울특별시,강동구,구립코알라어린이집,국공립,정상,5218,상일로 152,5,167,1,10,63,63,2012-06-01,127.171914,37.561391,강일동,1379
서울특별시,강동구,구립해그린어린이집,국공립,정상,5217,고덕로 427,5,175,1,8,40,34,2013-06-12,127.172943,37.55947,강일동,1379
서울특별시,강동구,구립해여울어린이집,국공립,정상,5285,상일로12길 60,5,183,0,8,46,45,2014-09-19,127.174222,37.555298,강일동,1379
서울특별시,강동구,구립행복이든어린이집,국공립,정상,5214,고덕로97길 100,5,133,1,10,45,41,2015-12-01,127.180149,37.562926,강일동,1379
서울특별시,강동구,구립봄빛어린이집,국공립,정상,5210,아리수로97길 19,5,148,1,9,51,51,2018-01-03,127.17623,37.567242,강일동,1379
서울특별시,강동구,삼성물산강동어린이집,직장,정상,5288,상일로6길 26,5,349,1,1,75,0,2018-03-27,127.17529,37.5488,강일동,1379
서울특별시,강동구,구립상일어린이집,국공립,정상,5285,상일로12길 99,6,334,1,21,125,125,1997-04-01,127.172938,37.556821,강일동,1379
서울특별시,강동구,삼성GEC어린이집,직장,정상,5288,상일로6길 26,6,1036,2,24,120,108,2012-04-20,127.17529,37.5488,강일동,1379
서울특별시,강동구,강일어린이집,민간,정상,5208,풍산로 235,9,330,3,10,87,52,1995-12-04,127.178587,37.569123,강일동,1379
서울특별시,구로구,에덴동산어린이집,가정,정상,8243,고척로27길 76,1,48,0,4,15,8,2005-01-26,126.845938,37.505286,개봉제1동,1491
서울특별시,구로구,참고은어린이집,민간,정상,8252,고척로19길 8,3,96,0,7,36,29,1996-11-26,126.845497,37.501633,개봉제1동,1491
