통계표,항목명1,단위,변환,2018/01/01,2018/01/02,2018/01/03,2018/01/04,2018/01/05,2018/01/06,2018/01/07,2018/01/08,2018/01/09,2018/01/10,2018/01/11,2018/01/12,2018/01/13,2018/01/14,2018/01/15,2018/01/16,2018/01/17,2018/01/18,2018/01/19,2018/01/20,2018/01/21,2018/01/22,2018/01/23,2018/01/24,2018/01/25,2018/01/26,2018/01/27,2018/01/28,2018/01/29,2018/01/30,2018/01/31,2018/02/01,2018/02/02,2018/02/03,2018/02/04,2018/02/05,2018/02/06,2018/02/07,2018/02/08,2018/02/09,2018/02/10,2018/02/11,2018/02/12,2018/02/13,2018/02/14,2018/02/15,2018/02/16,2018/02/17,2018/02/18,2018/02/19,2018/02/20,2018/02/21,2018/02/22,2018/02/23,2018/02/24,2018/02/25,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/02,2018/03/03,2018/03/04,2018/03/05,2018/03/06,2018/03/07,2018/03/08,2018/03/09,2018/03/10,2018/03/11,2018/03/12,2018/03/13,2018/03/14,2018/03/15,2018/03/16,2018/03/17,2018/03/18,2018/03/19,2018/03/20,2018/03/21,2018/03/22,2018/03/23,2018/03/24,2018/03/25,2018/03/26,2018/03/27,2018/03/28,2018/03/29,2018/03/30,2018/03/31,2018/04/01,2018/04/02,2018/04/03,2018/04/04,2018/04/05,2018/04/06,2018/04/07,2018/04/08,2018/04/09,2018/04/10,2018/04/11,2018/04/12,2018/04/13,2018/04/14,2018/04/15,2018/04/16,2018/04/17,2018/04/18,2018/04/19,2018/04/20,2018/04/21,2018/04/22,2018/04/23,2018/04/24,2018/04/25,2018/04/26,2018/04/27,2018/04/28,2018/04/29,2018/04/30,2018/05/01,2018/05/02,2018/05/03,2018/05/04,2018/05/05,2018/05/06,2018/05/07,2018/05/08,2018/05/09,2018/05/10,2018/05/11,2018/05/12,2018/05/13,2018/05/14,2018/05/15,2018/05/16,2018/05/17,2018/05/18,2018/05/19,2018/05/20,2018/05/21,2018/05/22,2018/05/23,2018/05/24,2018/05/25,2018/05/26,2018/05/27,2018/05/28,2018/05/29,2018/05/30,2018/05/31,2018/06/01,2018/06/02,2018/06/03,2018/06/04,2018/06/05,2018/06/06,2018/06/07,2018/06/08,2018/06/09,2018/06/10,2018/06/11,2018/06/12,2018/06/13,2018/06/14,2018/06/15,2018/06/16,2018/06/17,2018/06/18,2018/06/19,2018/06/20,2018/06/21,2018/06/22,2018/06/23,2018/06/24,2018/06/25,2018/06/26,2018/06/27,2018/06/28,2018/06/29,2018/06/30,2018/07/01,2018/07/02,2018/07/03,2018/07/04,2018/07/05,2018/07/06,2018/07/07,2018/07/08,2018/07/09,2018/07/10,2018/07/11,2018/07/12,2018/07/13,2018/07/14,2018/07/15,2018/07/16,2018/07/17,2018/07/18,2018/07/19,2018/07/20,2018/07/21,2018/07/22,2018/07/23,2018/07/24,2018/07/25,2018/07/26,2018/07/27,2018/07/28,2018/07/29,2018/07/30,2018/07/31,2018/08/01,2018/08/02,2018/08/03,2018/08/04,2018/08/05,2018/08/06,2018/08/07,2018/08/08,2018/08/09,2018/08/10,2018/08/11,2018/08/12,2018/08/13,2018/08/14,2018/08/15,2018/08/16,2018/08/17,2018/08/18,2018/08/19,2018/08/20,2018/08/21,2018/08/22,2018/08/23,2018/08/24,2018/08/25,2018/08/26,2018/08/27,2018/08/28,2018/08/29,2018/08/30,2018/08/31,2018/09/01,2018/09/02,2018/09/03,2018/09/04,2018/09/05,2018/09/06,2018/09/07
"6.1.1 주식시장(일별)","KOSPI지수","1980.01.04=100 ","원자료","","2,479.65","2,486.35","2,466.46","2,497.52","","","2,513.28","2,510.23","2,499.75","2,487.91","2,496.42","","","2,503.73","2,521.74","2,515.43","2,515.81","2,520.26","","","2,502.11","2,536.6","2,538","2,562.23","2,574.76","","","2,598.19","2,567.74","2,566.46","2,568.54","2,525.39","","","2,491.75","2,453.31","2,396.56","2,407.62","2,363.77","","","2,385.38","2,395.19","2,421.83","","","","","2,442.82","2,415.12","2,429.65","2,414.28","2,451.52","","","2,457.65","2,456.14","2,427.36","","2,402.16","","","2,375.06","2,411.41","2,401.82","2,433.08","2,459.45","","","2,484.12","2,494.49","2,486.08","2,492.38","2,493.97","","","2,475.03","2,485.52","2,484.97","2,496.02","2,416.76","","","2,437.08","2,452.06","2,419.29","2,436.37","2,445.85","","","2,444.16","2,442.43","2,408.06","2,437.52","2,429.58","","","2,444.08","2,450.74","2,444.22","2,442.71","2,455.07","","","2,457.49","2,453.77","2,479.98","2,486.1","2,476.33","","","2,474.11","2,464.14","2,448.81","2,475.64","2,492.4","","","2,515.38","","2,505.61","2,487.25","2,461.38","","","","2,449.81","2,443.98","2,464.16","2,477.71","","","2,476.11","2,458.54","2,459.82","2,448.45","2,460.65","","","2,465.57","","2,471.91","2,466.01","2,460.8","","","2,478.96","2,457.25","2,409.03","2,423.01","2,438.96","","","2,447.76","2,453.76","","2,470.58","2,451.58","","","2,470.15","2,468.83","","2,423.48","2,404.04","","","2,376.24","2,340.11","2,363.91","2,337.83","2,357.22","","","2,357.88","2,350.92","2,342.03","2,314.24","2,326.13","","","2,271.54","2,272.76","2,265.46","2,257.55","2,272.87","","","2,285.8","2,294.16","2,280.62","2,285.06","2,310.9","","","2,301.99","2,297.92","2,290.11","2,282.29","2,289.19","","","2,269.31","2,280.2","2,273.03","2,289.06","2,294.99","","","2,293.51","2,295.26","2,307.07","2,270.2","2,287.68","","","2,286.5","2,300.16","2,301.45","2,303.71","2,282.79","","","2,248.45","2,258.91","","2,240.8","2,247.05","","","2,247.88","2,270.06","2,273.33","2,282.6","2,293.21","","","2,299.3","2,303.12","2,309.03","2,307.35","2,322.88","","","2,307.03","2,315.72","2,291.77","2,287.61","2,281.58"
