#,시군구명,소재지,면적,용도지역1,이용상황,주위환경,지세명,공시지가,X,Y
8174,중랑구, 면목동 564-31,89.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2160000,127.084751,37.584255
8175,중랑구, 면목동 566-18,103.8,제2종일반주거지역,주상용,노선 상가지대,평지,3630000,127.085736,37.584263
8176,중랑구, 면목동 572-1,120,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3550000,127.086938,37.583173
8177,중랑구, 면목동 575-16,81.6,제2종일반주거지역,단독주택,기존 주택지대,평지,2550000,127.085357,37.583783
8178,중랑구, 면목동 578-35,93,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2370000,127.09156,37.578316
8179,중랑구, 면목동 578-44,89,제2종일반주거지역,단독주택,기존 주택지대,완경사지,1990000,127.091584,37.578172
8180,중랑구, 면목동 581,7853.9,제3종일반주거지역,아파트,아파트지대,평지,3120000,127.090159,37.578026
8181,중랑구, 면목동 582-40,147,제2종일반주거지역,단독주택,기존 주택지대,평지,2430000,127.088674,37.578186
8182,중랑구, 면목동 583-14,239,제2종일반주거지역,다세대,기존 주택지대,급경사지,2080000,127.087822,37.575701
8183,중랑구, 면목동 583-35,99,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2160000,127.087545,37.575195
8184,중랑구, 면목동 583-78,182,제2종일반주거지역,다세대,기존 주택지대,완경사지,2200000,127.087479,37.575906
8185,중랑구, 면목동 584-1,113.7,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3000000,127.084767,37.582886
8186,중랑구, 면목동 592-27,92.6,제2종일반주거지역,단독주택,기존 주택지대,평지,2550000,127.085128,37.582069
8187,중랑구, 면목동 593-25,72.4,제2종일반주거지역,단독주택,기존 주택지대,평지,2200000,127.086312,37.582483
8188,중랑구, 면목동 593-39,91.6,제2종일반주거지역,주상용,기존 주택지대,평지,2900000,127.085822,37.582795
8189,중랑구, 면목동 595-4,103.4,제2종일반주거지역,단독주택,기존 주택지대,평지,2580000,127.087072,37.582372
8190,중랑구, 면목동 596-3,177.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3650000,127.087845,37.582153
8191,중랑구, 면목동 597-4,185.8,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3100000,127.086544,37.582053
8192,중랑구, 면목동 597-38,95.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2200000,127.085966,37.582084
8193,중랑구, 면목동 600-16,107.4,제2종일반주거지역,단독주택,기존 주택지대,평지,2680000,127.085633,37.581577
8194,중랑구, 면목동 601-14,160.5,준주거지역,단독주택,기존 주택지대,평지,3320000,127.087117,37.581453
8195,중랑구, 면목동 601-31,132.6,준주거지역,단독주택,기존 주택지대,평지,3020000,127.087363,37.581735
8196,중랑구, 면목동 604-8,130.2,근린상업지역,단독주택,기존 주택지대,평지,2940000,127.087449,37.581159
8197,중랑구, 면목동 604-33,118,근린상업지역,상업용,일반 상가지대,평지,5900000,127.087327,37.580978
8198,중랑구, 면목동 605-23,69.4,준주거지역,단독주택,기존 주택지대,평지,2200000,127.086315,37.581303
8199,중랑구, 면목동 605-32,367.9,준주거지역,상업용,노선 상가지대,평지,4700000,127.085966,37.581138
8200,중랑구, 면목동 606-15,92.6,제3종일반주거지역,단독주택,기존 주택지대,평지,2580000,127.084826,37.581796
8201,중랑구, 면목동 607-23,390.4,제3종일반주거지역,상업용,일반 상가지대,평지,4420000,127.084323,37.581279
8202,중랑구, 면목동 612-11,59.6,준주거지역,주상기타,주택 및 상가혼용지대,평지,4820000,127.089599,37.580328
8203,중랑구, 면목동 612-24,99.8,준주거지역,단독주택,기존 주택지대,평지,2760000,127.089604,37.579932
8204,중랑구, 면목동 612-39,96.8,준주거지역,단독주택,기존 주택지대,평지,2250000,127.090011,37.579944
8205,중랑구, 면목동 615-26,115.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2170000,127.089986,37.579223
8206,중랑구, 면목동 616-20,114.4,준주거지역,단독주택,기존 주택지대,평지,2280000,127.089517,37.579625
8207,중랑구, 면목동 617-5,182.8,근린상업지역,주상용,주택 및 상가혼용지대,평지,4400000,127.088562,37.579933
8208,중랑구, 면목동 619-18,115.7,제2종일반주거지역,단독주택,기존 주택지대,평지,2690000,127.088652,37.579114
8209,중랑구, 면목동 619-31,174.2,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3060000,127.088634,37.57869
8210,중랑구, 면목동 620-4,145.4,제2종일반주거지역,다세대,기존 주택지대,평지,2620000,127.089854,37.578925
8211,중랑구, 면목동 620-31,124.6,제2종일반주거지역,다세대,기존 주택지대,평지,2430000,127.089529,37.578661
8212,중랑구, 면목동 622-16,106.4,제2종일반주거지역,단독주택,기존 주택지대,평지,2580000,127.088233,37.578182
8213,중랑구, 면목동 623-20,84.6,제2종일반주거지역,단독주택,기존 주택지대,평지,2120000,127.087632,37.578214
8214,중랑구, 면목동 624-49,113,제2종일반주거지역,단독주택,기존 주택지대,평지,2620000,127.087527,37.578492
8215,중랑구, 면목동 626-18,202.3,준주거지역,상업용,노선 상가지대,평지,5240000,127.087201,37.57922
8216,중랑구, 면목동 627-9,90.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2660000,127.086512,37.578142
8217,중랑구, 면목동 632-3,623.8,제3종일반주거지역,상업용,노선 상가지대,평지,5750000,127.085742,37.578199
8218,중랑구, 면목동 634-5,723.6,근린상업지역,상업용,중심 상가지대,평지,5920000,127.087782,37.579873
8219,중랑구, 면목동 634-13,134.2,근린상업지역,상업용,시장주변 상가지대,평지,3750000,127.087472,37.580231
8220,중랑구, 면목동 636-8,121.6,근린상업지역,단독주택,주택 및 상가혼용지대,평지,3740000,127.086857,37.580514
8221,중랑구, 면목동 637-23,64.9,준주거지역,상업용,노선 상가지대,평지,4740000,127.085643,37.580766
8222,중랑구, 면목동 648-2,153,제2종일반주거지역,상업용,시장주변 상가지대,평지,3860000,127.086294,37.580303
8223,중랑구, 면목동 648-15,132.2,제2종일반주거지역,단독주택,일반 주택지대,평지,2870000,127.085503,37.58018
8224,중랑구, 면목동 649-10,96.2,준주거지역,단독주택,기존 주택지대,평지,2650000,127.086794,37.58009
8225,중랑구, 면목동 649-22,380.5,준주거지역,상업용,시장주변 상가지대,평지,3500000,127.086977,37.579966
8226,중랑구, 면목동 651-12,95.5,제2종일반주거지역,단독주택,기존 주택지대,평지,2180000,127.08562,37.579829
8227,중랑구, 면목동 652-33,173.2,제2종일반주거지역,주상용,노선 상가지대,평지,4000000,127.083851,37.580104
8228,중랑구, 면목동 655-1,178.1,제2종일반주거지역,주상용,노선 상가지대,평지,2930000,127.084321,37.579558
8229,중랑구, 면목동 655-20,105.1,제2종일반주거지역,단독주택,기존 주택지대,평지,2660000,127.084837,37.57903
8230,중랑구, 면목동 661-35,180.4,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,3550000,127.084468,37.578712
8231,중랑구, 면목동 665-25,86,제2종일반주거지역,단독주택,기존 주택지대,평지,2230000,127.084289,37.578467
8232,중랑구, 면목동 667-56,99.2,제2종일반주거지역,단독주택,기존 주택지대,평지,2120000,127.083252,37.578117
8233,중랑구, 면목동 667-65,102.8,제2종일반주거지역,단독주택,기존 주택지대,평지,2640000,127.08345,37.577713
8234,중랑구, 면목동 667-68,114.7,제2종일반주거지역,상업용,시장주변 상가지대,평지,3260000,127.084371,37.57735
8235,중랑구, 면목동 668-57,91.6,제2종일반주거지역,단독주택,기존 주택지대,평지,2150000,127.083878,37.576896
8236,중랑구, 면목동 673-8,110.7,제2종일반주거지역,단독주택,주택 및 상가혼용지대,평지,2810000,127.082843,37.578285
8237,중랑구, 면목동 673-61,109,제2종일반주거지역,상업용,노선 상가지대,평지,3950000,127.082142,37.57818
8239,중랑구, 면목동 1066-7,116,제1종일반주거지역,단독주택,기존 주택지대,완경사지,2560000,127.095001,37.582118
8240,중랑구, 면목동 1075-41,119,제1종일반주거지역,단독주택,기존 주택지대,완경사지,2200000,127.095264,37.581886
8241,중랑구, 면목동 1092-14,199,제2종일반주거지역,다세대,일반 주택지대,완경사지,2230000,127.091544,37.579595
8242,중랑구, 면목동 1094-6,294,제3종일반주거지역,상업용,미성숙 상가지대,평지,3820000,127.091836,37.578895
8243,중랑구, 면목동 1169-4,152,준주거지역,다세대,일반 주택지대,평지,2670000,127.089079,37.587695
8244,중랑구, 면목동 1209,102,준주거지역,단독주택,기존 주택지대,평지,2570000,127.088621,37.588133
8245,중랑구, 면목동 1256-3,117,제2종일반주거지역,단독주택,기존 주택지대,평지,2620000,127.089858,37.59162
8246,중랑구, 면목동 1269,80,제2종일반주거지역,단독주택,기존 주택지대,평지,2650000,127.088688,37.591918
8247,중랑구, 면목동 1271-1,168,제2종일반주거지역,단독주택,기존 주택지대,평지,2250000,127.088989,37.591397
8248,중랑구, 면목동 1288-3,106,제3종일반주거지역,단독주택,기존 주택지대,평지,2730000,127.089184,37.592102
8249,중랑구, 면목동 1342,123.8,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2230000,127.088667,37.575059
8250,중랑구, 면목동 1342-14,331.6,제2종일반주거지역,상업용,노선 상가지대,평지,3620000,127.086344,37.571518
8251,중랑구, 면목동 1343-45,173.9,제1종일반주거지역,단독주택,기존 주택지대,완경사지,2540000,127.08692,37.571631
8252,중랑구, 면목동 1343-53,132.4,제1종일반주거지역,단독주택,기존 주택지대,완경사지,2360000,127.087438,37.570923
8253,중랑구, 면목동 1396,145.6,제2종일반주거지역,단독주택,기존 주택지대,완경사지,2370000,127.085324,37.572555
8254,중랑구, 면목동 1511,4502.1,제3종일반주거지역,아파트,기존 주택지대,평지,3030000,127.083006,37.579701
8260,중랑구, 면목동 가-1543,19722.7,제2종일반주거지역,주거나지,기존 주택지대,평지,2610000,127.089201,37.582362
8261,중랑구, 면목동 가-1544,14956.9,제3종일반주거지역,주거나지,기존 주택지대,평지,2710000,127.089201,37.582362
8262,중랑구, 면목동 가-1545,55326.5,제3종일반주거지역,주거나지,기존 주택지대,평지,2940000,127.089201,37.582362
8263,중랑구, 상봉동 19-3,149,제3종일반주거지역,단독주택,기존 주택지대,평지,2160000,127.092543,37.602715
8264,중랑구, 상봉동 19-25,152,제3종일반주거지역,주상용,주택 및 상가혼용지대,평지,3050000,127.092252,37.602379
8265,중랑구, 상봉동 38-14,183,제3종일반주거지역,단독주택,기존 주택지대,평지,2200000,127.094141,37.601664
8266,중랑구, 상봉동 49-11,544.8,준주거지역,상업용,일반 상가지대,평지,4830000,127.095165,37.599392
8267,중랑구, 상봉동 50-29,132.9,준주거지역,단독주택,일반 주택지대,평지,3120000,127.094385,37.599305
8268,중랑구, 상봉동 50-45,115,준주거지역,단독주택,기존 주택지대,평지,3020000,127.094527,37.599685
8269,중랑구, 상봉동 74-46,1164.4,준주거지역,상업용,노선 상가지대,평지,5790000,127.094086,37.598744
8270,중랑구, 상봉동 83-1,15791.1,일반상업지역,터미널,노선 상가지대,평지,5500000,127.092014,37.59589
8271,중랑구, 상봉동 84-56,126,준주거지역,상업용,노선 상가지대,평지,4700000,127.092556,37.595092
8272,중랑구, 상봉동 85-5,137.2,준주거지역,단독주택,기존 주택지대,평지,3400000,127.091548,37.594201
8273,중랑구, 상봉동 85-65,289.3,준주거지역,상업용,노선 상가지대,평지,5500000,127.091561,37.594021
8274,중랑구, 상봉동 86-33,123.6,준주거지역,주상용,주택 및 상가혼용지대,평지,4810000,127.090873,37.594737
8275,중랑구, 상봉동 86-51,111.7,준주거지역,단독주택,기존 주택지대,평지,3850000,127.090596,37.594284
8276,중랑구, 상봉동 86-59,338.9,준주거지역,상업용,일반 상가지대,평지,5650000,127.090229,37.594597
8277,중랑구, 상봉동 86-73,113.4,준주거지역,단독주택,일반 주택지대,평지,4020000,127.092041,37.594629
8278,중랑구, 상봉동 87-4,153.7,준주거지역,상업기타,일반 상가지대,평지,5450000,127.089491,37.594771
8279,중랑구, 상봉동 88-1,141.5,일반상업지역,상업용,일반 상가지대,평지,4900000,127.090442,37.59577
8280,중랑구, 상봉동 88-30,128.9,일반상업지역,단독주택,주택 및 상가혼용지대,평지,3700000,127.090411,37.595463
8281,중랑구, 상봉동 88-40,129.6,일반상업지역,주상용,주택 및 상가혼용지대,평지,5000000,127.090826,37.594881
8282,중랑구, 상봉동 88-93,159.7,일반상업지역,상업용,일반 상가지대,평지,6650000,127.089339,37.595221
8283,중랑구, 상봉동 88-115,101.8,일반상업지역,단독주택,기존 주택지대,평지,3190000,127.090159,37.594803
8284,중랑구, 상봉동 89-31,203.7,일반상업지역,상업용,일반 상가지대,평지,4380000,127.089383,37.596176
8285,중랑구, 상봉동 89-37,113.4,일반상업지역,상업용,일반 상가지대,평지,5700000,127.089828,37.595909
8286,중랑구, 상봉동 90-12,98.5,일반상업지역,상업용,일반 상가지대,평지,5680000,127.089129,37.595723
8287,중랑구, 상봉동 90-34,96.9,일반상업지역,단독주택,기존 주택지대,평지,3350000,127.088296,37.596213
8288,중랑구, 상봉동 90-58,132.6,일반상업지역,주상용,주택 및 상가혼용지대,평지,4850000,127.088437,37.595763
8289,중랑구, 상봉동 92-5,460.1,일반상업지역,상업용,노선 상가지대,평지,8100000,127.089248,37.597058
8290,중랑구, 상봉동 99-9,479.5,준주거지역,업무용,노선 상가지대,평지,5760000,127.087717,37.597244
8291,중랑구, 상봉동 100-17,488.4,준주거지역,상업용,노선 상가지대,평지,5950000,127.084794,37.596456
8292,중랑구, 상봉동 101-6,168.6,근린상업지역,상업용,노선 상가지대,평지,7800000,127.086629,37.59638
